Трасса_X1:1_K1:21
0.0, 0.0, 0.0, 0.0;
26.429869999999994, 0.0, 0.0, 0.0;
132.61692, 0.0, 0.0, 0.0;
203.228051, 0.0, 0.0, 0.0;
272.696616, 0.0, 0.0, 0.0;
284.037351, 0.0, 0.0, 0.0;
295.006071, 0.0, 0.0, 0.0;
300.337217, 0.0, 0.0, 0.0;
311.068112, 0.0, 0.0, 0.0;
326.309093, 0.0, 0.0, 0.0;
333.618543, 0.0, 0.0, 0.0;
349.015037, 0.0, 0.0, 0.0;
359.745932, 0.0, 0.0, 0.0;
379.341481, 0.0, 0.0, 0.0;
393.3383, 0.0, 0.0, 0.0;
404.685564, 0.0, 0.0, 0.0;
412.321247, 0.0, 0.0, 0.0;
434.674549, 0.0, 0.0, 0.0;
437.757515, 0.0, 0.0, 0.0;
Трасса_X1:2_K1:21
0.0, 0.0, 0.0, 0.0;
26.429869999999994, 0.0, 0.0, 0.0;
132.61692, 0.0, 0.0, 0.0;
203.228051, 0.0, 0.0, 0.0;
272.696616, 0.0, 0.0, 0.0;
284.037351, 0.0, 0.0, 0.0;
295.006071, 0.0, 0.0, 0.0;
300.337217, 0.0, 0.0, 0.0;
311.068112, 0.0, 0.0, 0.0;
326.309093, 0.0, 0.0, 0.0;
333.618543, 0.0, 0.0, 0.0;
349.015037, 0.0, 0.0, 0.0;
359.745932, 0.0, 0.0, 0.0;
379.341481, 0.0, 0.0, 0.0;
393.3383, 0.0, 0.0, 0.0;
404.685564, 0.0, 0.0, 0.0;
412.321247, 0.0, 0.0, 0.0;
434.674549, 0.0, 0.0, 0.7000000000000001;
434.677004, -3.082965, 0.0, 0.0;
Трасса_X1:3_K1:22
26.408951, -26.268852, 0.0, 0.0;
26.429869999999994, 0.0, 0.0, 0.7000000000000001;
132.61692, 0.0, 0.0, 0.0;
203.228051, 0.0, 0.0, 0.0;
272.696616, 0.0, 0.0, 0.0;
284.037351, 0.0, 0.0, 0.0;
295.006071, 0.0, 0.0, 0.0;
300.337217, 0.0, 0.0, 0.0;
311.068112, 0.0, 0.0, 0.0;
326.309093, 0.0, 0.0, 0.0;
333.618543, 0.0, 0.0, 0.0;
349.015037, 0.0, 0.0, 0.0;
359.745932, 0.0, 0.0, 0.0;
379.341481, 0.0, 0.0, 0.0;
393.3383, 0.0, 0.0, 0.0;
404.685564, 0.0, 0.0, 0.0;
412.321247, 0.0, 0.0, 0.0;
434.674549, 0.0, 0.0, 0.7000000000000001;
436.855403, -2.179118, 0.0, 0.0;
Трасса_X1:4_K1:22
26.408951, -26.268852, 0.0, 0.0;
26.429869999999994, 0.0, 0.0, 0.7000000000000001;
132.61692, 0.0, 0.0, 0.0;
203.228051, 0.0, 0.0, 0.0;
272.696616, 0.0, 0.0, 0.0;
284.037351, 0.0, 0.0, 0.0;
295.006071, 0.0, 0.0, 0.0;
300.337217, 0.0, 0.0, 0.0;
311.068112, 0.0, 0.0, 0.0;
326.309093, 0.0, 0.0, 0.0;
333.618543, 0.0, 0.0, 0.0;
349.015037, 0.0, 0.0, 0.0;
359.745932, 0.0, 0.0, 0.0;
379.341481, 0.0, 0.0, 0.0;
393.3383, 0.0, 0.0, 0.0;
404.685564, 0.0, 0.0, 0.0;
412.321247, 0.0, 0.0, 0.0;
434.674549, 0.0, 0.0, 0.7000000000000001;
437.523073, 1.179233, 0.0, 0.0;
Трасса_X1:3_K3:22
412.089702, -290.767502, 0.0, 0.0;
412.094997, -284.118501, 0.0, 0.0;
412.131198, -238.65839, 0.0, 0.0;
412.164107, -197.332306, 0.0, 0.0;
412.203104, -148.36132, 0.0, 0.0;
412.235641, -107.50285, 0.0, 0.0;
412.247036, -93.193201, 0.0, 0.0;
412.255457, -82.617829, 0.0, 0.0;
412.264745, -70.953812, 0.0, 0.0;
412.273538, -59.911881, 0.0, 0.0;
412.287409, -42.49363, 0.0, 0.0;
412.297701, -29.56897400000001, 0.0, 0.0;
412.314442, -8.546086, 0.0, 0.0;
412.321247, 0.0, 0.0, 0.7000000000000001;
434.674549, 0.0, 0.0, 0.7000000000000001;
436.855403, -2.179118, 0.0, 0.0;
Трасса_X1:4_K4:22
457.638787, -197.404732, 0.0, 0.0;
450.989792, -197.394142, 0.0, 0.0;
412.164107, -197.332306, 0.0, 0.7000000000000001;
412.203104, -148.36132, 0.0, 0.0;
412.235641, -107.50285, 0.0, 0.0;
412.247036, -93.193201, 0.0, 0.0;
412.255457, -82.617829, 0.0, 0.0;
412.264745, -70.953812, 0.0, 0.0;
412.273538, -59.911881, 0.0, 0.0;
412.287409, -42.49363, 0.0, 0.0;
412.297701, -29.56897400000001, 0.0, 0.0;
412.314442, -8.546086, 0.0, 0.0;
412.321247, 0.0, 0.0, 0.7000000000000001;
434.674549, 0.0, 0.0, 0.7000000000000001;
437.523073, 1.179233, 0.0, 0.0;
Трасса_K3:22_K4:22
457.638787, -197.404732, 0.0, 0.0;
450.989792, -197.394142, 0.0, 0.0;
412.164107, -197.332306, 0.0, 0.7000000000000001;
412.131198, -238.65839, 0.0, 0.0;
412.094997, -284.118501, 0.0, 0.0;
412.089702, -290.767502, 0.0, 0.0;
Трасса_X6:1_K2:41
203.123497, -131.295323, 0.0, 0.0;
203.144416, -105.026471, 0.0, 0.0;
203.228051, 0.0, 0.0, 0.7000000000000001;
272.696616, 0.0, 0.0, 0.0;
284.037351, 0.0, 0.0, 0.0;
295.006071, 0.0, 0.0, 0.0;
300.337217, 0.0, 0.0, 0.0;
311.068112, 0.0, 0.0, 0.0;
326.309093, 0.0, 0.0, 0.0;
333.618543, 0.0, 0.0, 0.0;
349.015037, 0.0, 0.0, 0.0;
359.745932, 0.0, 0.0, 0.0;
379.341481, 0.0, 0.0, 0.0;
393.3383, 0.0, 0.0, 0.0;
404.685564, 0.0, 0.0, 0.0;
412.321247, 0.0, 0.0, 0.7000000000000001;
412.31444168639837, -8.546085999750286, 0.0, 0.0;
412.297701, -29.568974, 0.0, 0.0;
412.287409, -42.49363, 0.0, 0.0;
412.273538, -59.911881, 0.0, 0.0;
412.264745, -70.953812, 0.0, 0.0;
412.255457, -82.617829, 0.0, 0.0;
412.247036, -93.193201, 0.0, 0.0;
412.235641, -107.50285, 0.0, 0.7000000000000001;
396.742061, -107.527526, 0.0, 0.0;
386.311239, -107.544139, 0.0, 0.0;
377.281809, -107.55852, 0.0, 0.0;
357.555063, -107.589938, 0.0, 0.0;
336.256578, -107.623859, 0.0, 0.0;
328.630277, -107.636005, 0.0, 0.0;
Трасса_X6:2_K2:41
203.123497, -131.295323, 0.0, 0.0;
203.144416, -105.026471, 0.0, 0.0;
203.228051, 0.0, 0.0, 0.7000000000000001;
272.696616, 0.0, 0.0, 0.0;
284.037351, 0.0, 0.0, 0.0;
295.006071, 0.0, 0.0, 0.0;
300.337217, 0.0, 0.0, 0.0;
311.068112, 0.0, 0.0, 0.0;
326.309093, 0.0, 0.0, 0.0;
333.618543, 0.0, 0.0, 0.0;
349.015037, 0.0, 0.0, 0.0;
359.745932, 0.0, 0.0, 0.0;
379.341481, 0.0, 0.0, 0.0;
393.3383, 0.0, 0.0, 0.0;
404.685564, 0.0, 0.0, 0.0;
412.321247, 0.0, 0.0, 0.7000000000000001;
412.31444168639837, -8.546085999750286, 0.0, 0.0;
412.297701, -29.568974, 0.0, 0.0;
412.287409, -42.49363, 0.0, 0.0;
412.273538, -59.911881, 0.0, 0.0;
412.264745, -70.953812, 0.0, 0.0;
412.255457, -82.617829, 0.0, 0.0;
412.247036, -93.193201, 0.0, 0.0;
412.235641, -107.50285, 0.0, 0.7000000000000001;
396.742061, -107.527526, 0.0, 0.0;
386.311239, -107.544139, 0.0, 0.0;
377.281809, -107.55852, 0.0, 0.0;
357.555063, -107.589938, 0.0, 0.0;
336.256578, -107.623859, 0.0, 0.7000000000000001;
336.238359, -99.99757, 0.0, 0.0;
Трасса_X6:3_K2:42
229.574252, -105.068565, 0.0, 0.0;
203.144416, -105.026471, 0.0, 0.7000000000000001;
203.228051, 0.0, 0.0, 0.7000000000000001;
272.696616, 0.0, 0.0, 0.0;
284.037351, 0.0, 0.0, 0.0;
295.006071, 0.0, 0.0, 0.0;
300.337217, 0.0, 0.0, 0.0;
311.068112, 0.0, 0.0, 0.0;
